"Animal","Age","Time of death","Death cause","Total population"
"HAWK","10","3","HUNGER","3307"
"SQUIRREL","1","3","HUNGER","3306"
"HAWK","6","3","HUNGER","3305"
"SQUIRREL","0","3","HUNGER","3304"
"HAWK","9","3","HUNGER","3303"
"HAWK","8","3","HUNGER","3302"
"HAWK","2","3","HUNGER","3301"
"HAWK","9","3","AGE","3300"
"HAWK","9","3","HUNGER","3299"
"HAWK","5","3","HUNGER","3298"
"HAWK","8","3","HUNGER","3297"
"HAWK","10","3","HUNGER","3296"
"HAWK","5","3","HUNGER","3295"
"HAWK","2","3","HUNGER","3294"
"HAWK","10","3","AGE","3293"
"HAWK","5","3","HUNGER","3292"
"HAWK","2","3","HUNGER","3291"
"HAWK","10","3","HUNGER","3290"
"HAWK","7","3","HUNGER","3289"
"HAWK","10","3","HUNGER","3288"
"HAWK","8","3","HUNGER","3287"
"HAWK","9","3","HUNGER","3286"
"HAWK","6","3","HUNGER","3285"
"HAWK","1","3","HUNGER","3284"
"HAWK","8","3","HUNGER","3283"
"HAWK","0","3","HUNGER","3282"
"HAWK","9","3","HUNGER","3281"
"HAWK","4","3","HUNGER","3280"
"HAWK","1","3","HUNGER","3279"
"HAWK","0","3","HUNGER","3278"
"HAWK","5","3","HUNGER","3277"
"HAWK","0","3","HUNGER","3276"
"HAWK","8","3","HUNGER","3275"
"HAWK","5","3","HUNGER","3274"
"HAWK","3","3","HUNGER","3273"
"HAWK","8","3","HUNGER","3272"
"HAWK","8","3","HUNGER","3271"
"HAWK","3","3","HUNGER","3270"
"HAWK","7","3","HUNGER","3269"
"HAWK","0","3","HUNGER","3268"
"HAWK","1","3","HUNGER","3267"
"HAWK","1","3","HUNGER","3266"
"HAWK","0","3","HUNGER","3265"
"HAWK","10","3","HUNGER","3264"
"HAWK","1","3","HUNGER","3263"
"SQUIRREL","2","3","HUNGER","3262"
"HAWK","10","3","HUNGER","3261"
"HAWK","5","3","HUNGER","3260"
"HAWK","10","3","HUNGER","3259"
"HAWK","7","3","HUNGER","3258"
"HAWK","4","3","HUNGER","3257"
"HAWK","8","3","HUNGER","3256"
"HAWK","7","3","HUNGER","3255"
"HAWK","9","3","HUNGER","3254"
"HAWK","1","3","HUNGER","3253"
"HAWK","9","3","AGE","3252"
"HAWK","1","3","HUNGER","3251"
"HAWK","9","3","HUNGER","3250"
"HAWK","3","3","HUNGER","3249"
"SQUIRREL","2","3","EATEN","3248"
"HAWK","10","3","AGE","3247"
"HAWK","0","3","HUNGER","3246"
"HAWK","10","3","AGE","3245"
"SQUIRREL","1","3","EATEN","3244"
"HAWK","8","3","HUNGER","3243"
"HAWK","0","3","HUNGER","3242"
"HAWK","10","3","AGE","3241"
"HAWK","1","3","HUNGER","3240"
"HAWK","5","3","HUNGER","3239"
"SQUIRREL","0","3","EATEN","3238"
"SQUIRREL","0","3","EATEN","3237"
"HAWK","6","3","HUNGER","3236"
"HAWK","4","3","HUNGER","3235"
"HAWK","1","3","HUNGER","3234"
"HAWK","1","3","HUNGER","3233"
"HAWK","3","3","HUNGER","3232"
"HAWK","1","3","HUNGER","3231"
"SQUIRREL","0","3","EATEN","3230"
"HAWK","7","3","HUNGER","3229"
"HAWK","6","3","HUNGER","3228"
"HAWK","9","3","HUNGER","3227"
"HAWK","4","3","HUNGER","3226"
"HAWK","10","3","AGE","3225"
"HAWK","3","3","HUNGER","3224"
"SQUIRREL","0","3","EATEN","3223"
"HAWK","2","3","HUNGER","3222"
"HAWK","4","3","HUNGER","3221"
"HAWK","6","3","HUNGER","3220"
"HAWK","9","3","HUNGER","3219"
"HAWK","3","3","HUNGER","3218"
"HAWK","9","3","AGE","3217"
"HAWK","6","3","HUNGER","3216"
"HAWK","9","3","AGE","3215"
"HAWK","2","3","HUNGER","3214"
"HAWK","2","3","HUNGER","3213"
"HAWK","5","3","HUNGER","3212"
"SQUIRREL","1","3","EATEN","3211"
"SQUIRREL","2","3","EATEN","3210"
"HAWK","2","3","HUNGER","3209"
"SQUIRREL","1","3","EATEN","3208"
"HAWK","2","3","HUNGER","3207"
"HAWK","9","3","HUNGER","3206"
"HAWK","9","3","HUNGER","3205"
"HAWK","8","3","HUNGER","3204"
"HAWK","8","3","HUNGER","3203"
"HAWK","3","3","HUNGER","3202"
"HAWK","7","3","HUNGER","3201"
"HAWK","6","3","HUNGER","3200"
"HAWK","4","3","HUNGER","3199"
"HAWK","2","3","HUNGER","3198"
"HAWK","4","3","HUNGER","3197"
"HAWK","1","3","HUNGER","3196"
"HAWK","7","3","HUNGER","3195"
"HAWK","0","3","HUNGER","3194"
"HAWK","6","3","HUNGER","3193"
"HAWK","4","3","HUNGER","3192"
"HAWK","8","3","HUNGER","3191"
"HAWK","9","3","AGE","3190"
"HAWK","8","3","HUNGER","3189"
"HAWK","6","3","HUNGER","3188"
"HAWK","7","3","HUNGER","3187"
"HAWK","6","3","HUNGER","3186"
"HAWK","0","3","HUNGER","3185"
"HAWK","3","3","HUNGER","3184"
"HAWK","10","3","AGE","3183"
"HAWK","5","3","HUNGER","3182"
"HAWK","5","3","HUNGER","3181"
"HAWK","2","3","HUNGER","3180"
"HAWK","9","3","HUNGER","3179"
"HAWK","8","3","HUNGER","3178"
"HAWK","0","3","HUNGER","3177"
"HAWK","7","3","HUNGER","3176"
"HAWK","7","3","HUNGER","3175"
"HAWK","5","3","HUNGER","3174"
"HAWK","0","3","HUNGER","3173"
"HAWK","8","3","HUNGER","3172"
"HAWK","0","3","HUNGER","3171"
"HAWK","3","3","HUNGER","3170"
"HAWK","10","3","HUNGER","3169"
"HAWK","5","3","HUNGER","3168"
"HAWK","6","3","HUNGER","3167"
"HAWK","5","3","HUNGER","3166"
"HAWK","1","3","HUNGER","3165"
"HAWK","0","3","HUNGER","3164"
"HAWK","7","3","HUNGER","3163"
"HAWK","10","3","HUNGER","3162"
"SQUIRREL","2","3","HUNGER","3161"
"SQUIRREL","0","3","EATEN","3160"
"SQUIRREL","0","3","EATEN","3159"
"SQUIRREL","0","3","EATEN","3158"
"SQUIRREL","0","3","EATEN","3157"
"HAWK","10","4","AGE","3156"
"HAWK","1","4","HUNGER","3155"
"SQUIRREL","0","4","HUNGER","3154"
"HAWK","10","4","AGE","3153"
"HAWK","0","4","HUNGER","3152"
"SQUIRREL","1","4","EATEN","3151"
"HAWK","0","4","HUNGER","3150"
"HAWK","10","4","AGE","3149"
"HAWK","4","4","HUNGER","3148"
"HAWK","2","4","HUNGER","3147"
"HAWK","9","4","AGE","3146"
"HAWK","10","4","HUNGER","3145"
"HAWK","10","4","HUNGER","3144"
"HAWK","9","4","HUNGER","3143"
"HAWK","0","4","HUNGER","3142"
"HAWK","7","4","HUNGER","3141"
"HAWK","8","4","HUNGER","3140"
"HAWK","1","4","HUNGER","3139"
"HAWK","7","4","HUNGER","3138"
"HAWK","10","4","HUNGER","3137"
"HAWK","0","4","HUNGER","3136"
"HAWK","5","4","HUNGER","3135"
"HAWK","3","4","HUNGER","3134"
"HAWK","4","4","HUNGER","3133"
"HAWK","4","4","HUNGER","3132"
"HAWK","8","4","HUNGER","3131"
"HAWK","1","4","HUNGER","3130"
"HAWK","9","4","AGE","3129"
"HAWK","8","4","HUNGER","3128"
"HAWK","4","4","HUNGER","3127"
"HAWK","9","4","HUNGER","3126"
"HAWK","4","4","HUNGER","3125"
"HAWK","10","4","HUNGER","3124"
"HAWK","1","4","HUNGER","3123"
"HAWK","6","4","HUNGER","3122"
"HAWK","0","4","HUNGER","3121"
"HAWK","10","4","HUNGER","3120"
"HAWK","3","4","HUNGER","3119"
"HAWK","2","4","HUNGER","3118"
"HAWK","4","4","HUNGER","3117"
"HAWK","7","4","HUNGER","3116"
"HAWK","1","4","HUNGER","3115"
"HAWK","6","4","HUNGER","3114"
"HAWK","10","4","HUNGER","3113"
"HAWK","2","4","HUNGER","3112"
"HAWK","3","4","HUNGER","3111"
"HAWK","9","4","HUNGER","3110"
"HAWK","4","4","HUNGER","3109"
"HAWK","9","4","HUNGER","3108"
"HAWK","2","4","HUNGER","3107"
"SQUIRREL","2","4","EATEN","3106"
"HAWK","1","4","HUNGER","3105"
"HAWK","2","4","HUNGER","3104"
"HAWK","5","4","HUNGER","3103"
"HAWK","7","4","HUNGER","3102"
"HAWK","5","4","HUNGER","3101"
"HAWK","5","4","HUNGER","3100"
"HAWK","4","4","HUNGER","3099"
"HAWK","1","4","HUNGER","3098"
"HAWK","7","4","HUNGER","3097"
"HAWK","2","4","HUNGER","3096"
"HAWK","6","4","HUNGER","3095"
"HAWK","8","4","HUNGER","3094"
"HAWK","1","4","HUNGER","3093"
"HAWK","7","4","HUNGER","3092"
"HAWK","2","4","HUNGER","3091"
"HAWK","2","4","HUNGER","3090"
"HAWK","1","4","HUNGER","3089"
"HAWK","4","4","HUNGER","3088"
"HAWK","0","4","HUNGER","3087"
"HAWK","10","4","HUNGER","3086"
"HAWK","0","4","HUNGER","3085"
"HAWK","1","4","HUNGER","3084"
"HAWK","3","4","HUNGER","3083"
"HAWK","7","4","HUNGER","3082"
"HAWK","3","4","HUNGER","3081"
"HAWK","3","4","HUNGER","3080"
"HAWK","1","4","HUNGER","3079"
"HAWK","7","4","HUNGER","3078"
"HAWK","1","4","HUNGER","3077"
"HAWK","3","4","HUNGER","3076"
"HAWK","9","4","AGE","3075"
"HAWK","7","4","HUNGER","3074"
"HAWK","6","4","HUNGER","3073"
"HAWK","7","4","HUNGER","3072"
"HAWK","1","4","HUNGER","3071"
"HAWK","1","4","HUNGER","3070"
"HAWK","7","4","HUNGER","3069"
"HAWK","1","4","HUNGER","3068"
"HAWK","0","4","HUNGER","3067"
"HAWK","10","4","HUNGER","3066"
"HAWK","9","4","AGE","3065"
"HAWK","6","4","HUNGER","3064"
"HAWK","7","4","HUNGER","3063"
"HAWK","2","4","HUNGER","3062"
"HAWK","7","4","HUNGER","3061"
"HAWK","1","4","HUNGER","3060"
"HAWK","8","4","HUNGER","3059"
"HAWK","0","4","HUNGER","3058"
"HAWK","10","4","HUNGER","3057"
"HAWK","10","4","AGE","3056"
"HAWK","3","4","HUNGER","3055"
"HAWK","3","4","HUNGER","3054"
"HAWK","6","4","HUNGER","3053"
"HAWK","10","4","AGE","3052"
"HAWK","9","4","AGE","3051"
"HAWK","9","4","AGE","3050"
"HAWK","3","4","HUNGER","3049"
"HAWK","2","4","HUNGER","3048"
"HAWK","6","4","HUNGER","3047"
"HAWK","0","4","HUNGER","3046"
"HAWK","5","4","HUNGER","3045"
"HAWK","0","4","HUNGER","3044"
"HAWK","7","4","HUNGER","3043"
"SQUIRREL","0","4","EATEN","3042"
"HAWK","4","4","HUNGER","3041"
"HAWK","8","4","HUNGER","3040"
"HAWK","2","4","HUNGER","3039"
"HAWK","7","4","HUNGER","3038"
"HAWK","10","4","AGE","3037"
"HAWK","5","4","HUNGER","3036"
"HAWK","8","4","HUNGER","3035"
"HAWK","2","4","HUNGER","3034"
"SQUIRREL","2","4","EATEN","3033"
"HAWK","10","4","HUNGER","3032"
"HAWK","8","4","HUNGER","3031"
"HAWK","4","4","HUNGER","3030"
"HAWK","2","4","HUNGER","3029"
"HAWK","7","4","HUNGER","3028"
"HAWK","9","4","HUNGER","3027"
"HAWK","4","4","HUNGER","3026"
"HAWK","9","4","HUNGER","3025"
"HAWK","2","4","HUNGER","3024"
"HAWK","9","4","HUNGER","3023"
"HAWK","5","4","HUNGER","3022"
"HAWK","10","4","HUNGER","3021"
"HAWK","0","4","HUNGER","3020"
"HAWK","7","4","HUNGER","3019"
"HAWK","3","4","HUNGER","3018"
"HAWK","7","4","HUNGER","3017"
"HAWK","3","4","HUNGER","3016"
"HAWK","3","4","HUNGER","3015"
"HAWK","9","4","HUNGER","3014"
"HAWK","2","4","HUNGER","3013"
"HAWK","8","4","HUNGER","3012"
"HAWK","4","4","HUNGER","3011"
"HAWK","0","4","HUNGER","3010"
"HAWK","7","4","HUNGER","3009"
"HAWK","5","4","HUNGER","3008"
"HAWK","9","4","HUNGER","3007"
"HAWK","7","4","HUNGER","3006"
"SQUIRREL","2","4","EATEN","3005"
"HAWK","8","4","HUNGER","3004"
"HAWK","2","4","HUNGER","3003"
"HAWK","1","4","HUNGER","3002"
"HAWK","10","4","HUNGER","3001"
"HAWK","0","4","HUNGER","3000"
"HAWK","1","4","HUNGER","2999"
"HAWK","8","4","HUNGER","2998"
"HAWK","1","4","HUNGER","2997"
"HAWK","4","4","HUNGER","2996"
"HAWK","5","4","HUNGER","2995"
"HAWK","2","4","HUNGER","2994"
"HAWK","1","4","HUNGER","2993"
"HAWK","0","4","HUNGER","2992"
"HAWK","6","4","HUNGER","2991"
"HAWK","0","4","HUNGER","2990"
"HAWK","1","4","HUNGER","2989"
"HAWK","7","4","HUNGER","2988"
"HAWK","4","4","HUNGER","2987"
"HAWK","0","4","HUNGER","2986"
"HAWK","2","4","HUNGER","2985"
"HAWK","1","4","HUNGER","2984"
"HAWK","9","4","HUNGER","2983"
"HAWK","5","4","HUNGER","2982"
"HAWK","1","4","HUNGER","2981"
"HAWK","2","4","HUNGER","2980"
"HAWK","0","4","HUNGER","2979"
"HAWK","8","4","HUNGER","2978"
"SQUIRREL","2","4","EATEN","2977"
"HAWK","2","4","HUNGER","2976"
"HAWK","6","4","HUNGER","2975"
"HAWK","0","4","HUNGER","2974"
"HAWK","8","4","HUNGER","2973"
"HAWK","10","4","HUNGER","2972"
"HAWK","3","4","HUNGER","2971"
"HAWK","5","4","HUNGER","2970"
"HAWK","6","4","HUNGER","2969"
"HAWK","9","4","AGE","2968"
"HAWK","6","4","HUNGER","2967"
"SQUIRREL","1","4","EATEN","2966"
"HAWK","3","4","HUNGER","2965"
"HAWK","4","4","HUNGER","2964"
"HAWK","8","4","HUNGER","2963"
"HAWK","9","4","HUNGER","2962"
"HAWK","1","4","HUNGER","2961"
"HAWK","6","4","HUNGER","2960"
"HAWK","7","4","HUNGER","2959"
"HAWK","9","4","HUNGER","2958"
"HAWK","10","4","AGE","2957"
"HAWK","0","4","HUNGER","2956"
"HAWK","8","4","HUNGER","2955"
"HAWK","2","4","HUNGER","2954"
"HAWK","9","4","HUNGER","2953"
"HAWK","7","4","HUNGER","2952"
"HAWK","3","4","HUNGER","2951"
"HAWK","0","4","HUNGER","2950"
"HAWK","1","4","HUNGER","2949"
"HAWK","6","4","HUNGER","2948"
"HAWK","6","4","HUNGER","2947"
"HAWK","2","4","HUNGER","2946"
"HAWK","5","4","HUNGER","2945"
"HAWK","0","4","HUNGER","2944"
"HAWK","5","4","HUNGER","2943"
"HAWK","0","4","HUNGER","2942"
"HAWK","6","4","HUNGER","2941"
"HAWK","9","4","HUNGER","2940"
"HAWK","0","4","HUNGER","2939"
"HAWK","3","4","HUNGER","2938"
"HAWK","9","4","HUNGER","2937"
"HAWK","6","4","HUNGER","2936"
"HAWK","1","4","HUNGER","2935"
"HAWK","0","4","HUNGER","2934"
"HAWK","7","4","HUNGER","2933"
"HAWK","10","4","AGE","2932"
"HAWK","6","4","HUNGER","2931"
"HAWK","2","4","HUNGER","2930"
"HAWK","7","4","HUNGER","2929"
"HAWK","0","4","HUNGER","2928"
"HAWK","4","4","HUNGER","2927"
"HAWK","6","4","HUNGER","2926"
"SQUIRREL","0","4","EATEN","2925"
"HAWK","9","4","AGE","2924"
"HAWK","0","4","HUNGER","2923"
"HAWK","9","4","AGE","2922"
"HAWK","9","4","AGE","2921"
"HAWK","7","4","HUNGER","2920"
"HAWK","6","4","HUNGER","2919"
"HAWK","2","4","HUNGER","2918"
"HAWK","3","4","HUNGER","2917"
"HAWK","8","4","HUNGER","2916"
"HAWK","1","4","HUNGER","2915"
"HAWK","8","4","HUNGER","2914"
"HAWK","7","4","HUNGER","2913"
"HAWK","1","4","HUNGER","2912"
"HAWK","2","4","HUNGER","2911"
"HAWK","6","4","HUNGER","2910"
"HAWK","7","4","HUNGER","2909"
"HAWK","10","4","AGE","2908"
"HAWK","6","4","HUNGER","2907"
"HAWK","9","4","AGE","2906"
"HAWK","9","4","HUNGER","2905"
"HAWK","7","4","HUNGER","2904"
"HAWK","9","4","HUNGER","2903"
"HAWK","5","4","HUNGER","2902"
"HAWK","6","4","HUNGER","2901"
"HAWK","10","4","AGE","2900"
"HAWK","4","4","HUNGER","2899"
"HAWK","2","4","HUNGER","2898"
"HAWK","1","4","HUNGER","2897"
"HAWK","8","4","HUNGER","2896"
"HAWK","6","4","HUNGER","2895"
"HAWK","10","4","HUNGER","2894"
"HAWK","8","4","HUNGER","2893"
"HAWK","4","4","HUNGER","2892"
"HAWK","5","4","HUNGER","2891"
"HAWK","0","4","HUNGER","2890"
"HAWK","9","4","AGE","2889"
"HAWK","1","4","HUNGER","2888"
"HAWK","9","4","AGE","2887"
"HAWK","6","4","HUNGER","2886"
"HAWK","1","4","HUNGER","2885"
"HAWK","4","4","HUNGER","2884"
"HAWK","8","4","HUNGER","2883"
"HAWK","0","4","HUNGER","2882"
"HAWK","3","4","HUNGER","2881"
"HAWK","6","4","HUNGER","2880"
"HAWK","4","4","HUNGER","2879"
"HAWK","10","4","HUNGER","2878"
"HAWK","2","4","HUNGER","2877"
"HAWK","1","4","HUNGER","2876"
"HAWK","10","4","HUNGER","2875"
"HAWK","10","4","HUNGER","2874"
"HAWK","0","4","HUNGER","2873"
"HAWK","9","4","AGE","2872"
"HAWK","10","4","AGE","2871"
"SQUIRREL","0","4","EATEN","2870"
"HAWK","4","4","HUNGER","2869"
"HAWK","2","4","HUNGER","2868"
"HAWK","1","4","HUNGER","2867"
"HAWK","1","4","HUNGER","2866"
"HAWK","6","4","HUNGER","2865"
"HAWK","6","4","HUNGER","2864"
"HAWK","1","4","HUNGER","2863"
"HAWK","6","4","HUNGER","2862"
"HAWK","1","4","HUNGER","2861"
"HAWK","2","4","HUNGER","2860"
"HAWK","9","4","HUNGER","2859"
"HAWK","9","4","HUNGER","2858"
"HAWK","7","4","HUNGER","2857"
"HAWK","3","4","HUNGER","2856"
"HAWK","5","4","HUNGER","2855"
"HAWK","0","4","HUNGER","2854"
"HAWK","7","4","HUNGER","2853"
"HAWK","6","4","HUNGER","2852"
"HAWK","6","4","HUNGER","2851"
"HAWK","8","4","HUNGER","2850"
"HAWK","9","4","AGE","2849"
"HAWK","9","4","HUNGER","2848"
"HAWK","10","4","HUNGER","2847"
"HAWK","6","4","HUNGER","2846"
"HAWK","8","4","HUNGER","2845"
"HAWK","3","4","HUNGER","2844"
"HAWK","10","4","HUNGER","2843"
"HAWK","7","4","HUNGER","2842"
"HAWK","2","4","HUNGER","2841"
"HAWK","2","4","HUNGER","2840"
"HAWK","3","4","HUNGER","2839"
"HAWK","3","4","HUNGER","2838"
"HAWK","3","4","HUNGER","2837"
"HAWK","0","4","HUNGER","2836"
"HAWK","5","4","HUNGER","2835"
"HAWK","8","4","HUNGER","2834"
"HAWK","10","4","AGE","2833"
"HAWK","1","4","HUNGER","2832"
"HAWK","3","4","HUNGER","2831"
"HAWK","8","4","HUNGER","2830"
"HAWK","5","4","HUNGER","2829"
"HAWK","0","4","HUNGER","2828"
"HAWK","0","4","HUNGER","2827"
"HAWK","0","4","HUNGER","2826"
"HAWK","10","4","HUNGER","2825"
"HAWK","9","4","AGE","2824"
"HAWK","6","4","HUNGER","2823"
"HAWK","10","4","HUNGER","2822"
"HAWK","8","4","HUNGER","2821"
"HAWK","1","4","HUNGER","2820"
"HAWK","1","4","HUNGER","2819"
"HAWK","0","4","HUNGER","2818"
"HAWK","5","4","HUNGER","2817"
"HAWK","8","4","HUNGER","2816"
"HAWK","9","4","AGE","2815"
"HAWK","9","4","HUNGER","2814"
"HAWK","0","4","HUNGER","2813"
"HAWK","0","4","HUNGER","2812"
"HAWK","4","4","HUNGER","2811"
"HAWK","8","4","HUNGER","2810"
"HAWK","6","4","HUNGER","2809"
"HAWK","9","5","AGE","2808"
"HAWK","6","5","HUNGER","2807"
"HAWK","2","5","HUNGER","2806"
"HAWK","9","5","AGE","2805"
"HAWK","4","5","HUNGER","2804"
"HAWK","1","5","HUNGER","2803"
"HAWK","6","5","HUNGER","2802"
"HAWK","10","5","HUNGER","2801"
"HAWK","9","5","HUNGER","2800"
"HAWK","10","5","HUNGER","2799"
"HAWK","10","5","AGE","2798"
"HAWK","10","5","HUNGER","2797"
"HAWK","6","5","HUNGER","2796"
"HAWK","10","5","HUNGER","2795"
"HAWK","2","5","HUNGER","2794"
"HAWK","9","5","HUNGER","2793"
"HAWK","2","5","HUNGER","2792"
"HAWK","6","5","HUNGER","2791"
"HAWK","4","5","HUNGER","2790"
"HAWK","4","5","HUNGER","2789"
"HAWK","5","5","HUNGER","2788"
"HAWK","8","5","HUNGER","2787"
"HAWK","10","5","HUNGER","2786"
"HAWK","6","5","HUNGER","2785"
"SQUIRREL","0","5","EATEN","2784"
"HAWK","3","5","HUNGER","2783"
"HAWK","9","5","AGE","2782"
"HAWK","1","5","HUNGER","2781"
"HAWK","7","5","HUNGER","2780"
"HAWK","8","5","HUNGER","2779"
"HAWK","6","5","HUNGER","2778"
"HAWK","7","5","HUNGER","2777"
"HAWK","7","5","HUNGER","2776"
"HAWK","8","5","HUNGER","2775"
"HAWK","3","5","HUNGER","2774"
"HAWK","3","5","HUNGER","2773"
"HAWK","3","5","HUNGER","2772"
"HAWK","7","5","HUNGER","2771"
"HAWK","2","5","HUNGER","2770"
"HAWK","9","5","HUNGER","2769"
"HAWK","6","5","HUNGER","2768"
"HAWK","2","5","HUNGER","2767"
"HAWK","5","5","HUNGER","2766"
"HAWK","7","5","HUNGER","2765"
"HAWK","5","5","HUNGER","2764"
"HAWK","10","5","HUNGER","2763"
"HAWK","7","5","HUNGER","2762"
"HAWK","6","5","HUNGER","2761"
"HAWK","10","5","HUNGER","2760"
"HAWK","4","5","HUNGER","2759"
"HAWK","6","5","HUNGER","2758"
"HAWK","2","5","HUNGER","2757"
"HAWK","5","5","HUNGER","2756"
"HAWK","7","5","HUNGER","2755"
"HAWK","4","5","HUNGER","2754"
"HAWK","0","5","HUNGER","2753"
"HAWK","10","5","HUNGER","2752"
"HAWK","1","5","HUNGER","2751"
"HAWK","5","5","HUNGER","2750"
"HAWK","0","5","HUNGER","2749"
"HAWK","10","5","HUNGER","2748"
"HAWK","7","5","HUNGER","2747"
"HAWK","6","5","HUNGER","2746"
"HAWK","9","5","HUNGER","2745"
"HAWK","7","5","HUNGER","2744"
"HAWK","2","5","HUNGER","2743"
"HAWK","5","5","HUNGER","2742"
"HAWK","1","5","HUNGER","2741"
"HAWK","8","5","HUNGER","2740"
"HAWK","9","5","AGE","2739"
"HAWK","1","5","HUNGER","2738"
"HAWK","4","5","HUNGER","2737"
"HAWK","9","5","HUNGER","2736"
"HAWK","7","5","HUNGER","2735"
"HAWK","9","5","AGE","2734"
"HAWK","10","5","AGE","2733"
"HAWK","10","5","HUNGER","2732"
"HAWK","7","5","HUNGER","2731"
"HAWK","10","5","HUNGER","2730"
"HAWK","1","5","HUNGER","2729"
"HAWK","0","5","HUNGER","2728"
"HAWK","2","5","HUNGER","2727"
"HAWK","9","5","HUNGER","2726"
"HAWK","0","5","HUNGER","2725"
"HAWK","4","5","HUNGER","2724"
"HAWK","6","5","HUNGER","2723"
"HAWK","3","5","HUNGER","2722"
"HAWK","1","5","HUNGER","2721"
"HAWK","10","5","HUNGER","2720"
"HAWK","8","5","HUNGER","2719"
"HAWK","7","5","HUNGER","2718"
"HAWK","10","5","HUNGER","2717"
"HAWK","7","5","HUNGER","2716"
"SQUIRREL","0","5","EATEN","2715"
"HAWK","4","5","HUNGER","2714"
"HAWK","3","5","HUNGER","2713"
"HAWK","10","5","HUNGER","2712"
"HAWK","3","5","HUNGER","2711"
"HAWK","1","5","HUNGER","2710"
"HAWK","5","5","HUNGER","2709"
"HAWK","5","5","HUNGER","2708"
"HAWK","5","5","HUNGER","2707"
"HAWK","7","5","HUNGER","2706"
"HAWK","9","5","HUNGER","2705"
"HAWK","1","5","HUNGER","2704"
"HAWK","4","5","HUNGER","2703"
"HAWK","2","5","HUNGER","2702"
"HAWK","5","5","HUNGER","2701"
"HAWK","2","5","HUNGER","2700"
"HAWK","0","5","HUNGER","2699"
"HAWK","9","5","HUNGER","2698"
"HAWK","9","5","AGE","2697"
"HAWK","9","5","HUNGER","2696"
"HAWK","10","5","HUNGER","2695"
"HAWK","1","5","HUNGER","2694"
"HAWK","9","5","HUNGER","2693"
"HAWK","0","5","HUNGER","2692"
"HAWK","0","5","HUNGER","2691"
"HAWK","5","5","HUNGER","2690"
"HAWK","1","5","HUNGER","2689"
"HAWK","7","5","HUNGER","2688"
"HAWK","1","5","HUNGER","2687"
"HAWK","4","5","HUNGER","2686"
"HAWK","8","5","HUNGER","2685"
"HAWK","9","5","HUNGER","2684"
"HAWK","0","5","HUNGER","2683"
"HAWK","7","5","HUNGER","2682"
"HAWK","9","5","HUNGER","2681"
"HAWK","7","5","HUNGER","2680"
"HAWK","2","5","HUNGER","2679"
"HAWK","6","5","HUNGER","2678"
"HAWK","2","5","HUNGER","2677"
"HAWK","4","5","HUNGER","2676"
"HAWK","1","5","HUNGER","2675"
"HAWK","10","5","HUNGER","2674"
"HAWK","10","5","AGE","2673"
"HAWK","3","5","HUNGER","2672"
"HAWK","10","5","HUNGER","2671"
"HAWK","0","5","HUNGER","2670"
"HAWK","10","5","AGE","2669"
"HAWK","0","5","HUNGER","2668"
"HAWK","8","5","HUNGER","2667"
"HAWK","0","5","HUNGER","2666"
"HAWK","10","5","HUNGER","2665"
"HAWK","5","5","HUNGER","2664"
"HAWK","7","5","HUNGER","2663"
"HAWK","9","5","HUNGER","2662"
"HAWK","3","5","HUNGER","2661"
"HAWK","7","5","HUNGER","2660"
"HAWK","10","5","AGE","2659"
"HAWK","10","5","AGE","2658"
"HAWK","7","5","HUNGER","2657"
"HAWK","10","5","AGE","2656"
"HAWK","4","5","HUNGER","2655"
"HAWK","1","5","HUNGER","2654"
"HAWK","8","5","HUNGER","2653"
"HAWK","6","5","HUNGER","2652"
"HAWK","4","5","HUNGER","2651"
"HAWK","4","5","HUNGER","2650"
"HAWK","10","5","HUNGER","2649"
"HAWK","3","5","HUNGER","2648"
"HAWK","10","5","HUNGER","2647"
"HAWK","3","5","HUNGER","2646"
"HAWK","7","5","HUNGER","2645"
"HAWK","10","5","HUNGER","2644"
"HAWK","7","5","HUNGER","2643"
"HAWK","8","5","HUNGER","2642"
"HAWK","10","5","HUNGER","2641"
"HAWK","3","5","HUNGER","2640"
"HAWK","0","5","HUNGER","2639"
"HAWK","6","5","HUNGER","2638"
"HAWK","2","5","HUNGER","2637"
"HAWK","4","5","HUNGER","2636"
"HAWK","9","5","AGE","2635"
"HAWK","2","5","HUNGER","2634"
"HAWK","0","5","HUNGER","2633"
"HAWK","6","5","HUNGER","2632"
"SQUIRREL","1","5","EATEN","2631"
"HAWK","8","5","HUNGER","2630"
"HAWK","3","5","HUNGER","2629"
"HAWK","6","5","HUNGER","2628"
"HAWK","7","5","HUNGER","2627"
"HAWK","1","5","HUNGER","2626"
"HAWK","2","5","HUNGER","2625"
"HAWK","7","5","HUNGER","2624"
"HAWK","7","5","HUNGER","2623"
"HAWK","7","5","HUNGER","2622"
"HAWK","2","5","HUNGER","2621"
"HAWK","5","5","HUNGER","2620"
"HAWK","4","5","HUNGER","2619"
"HAWK","7","5","HUNGER","2618"
"HAWK","8","5","HUNGER","2617"
"HAWK","4","5","HUNGER","2616"
"HAWK","10","5","HUNGER","2615"
"HAWK","2","5","HUNGER","2614"
"HAWK","4","5","HUNGER","2613"
"HAWK","10","5","HUNGER","2612"
"HAWK","4","5","HUNGER","2611"
"HAWK","0","5","HUNGER","2610"
"HAWK","10","5","HUNGER","2609"
"HAWK","6","5","HUNGER","2608"
"HAWK","6","5","HUNGER","2607"
